date,price,open,high,low,change_percent,daily_sent,pe_ratio,weekly_ma,weekly_ma_res,monthly_ma,monthly_ma_res,daily_sent_business,daily_sent_commentary,daily_sent_heard_on_the_street,daily_sent_letters,daily_sent_markets,daily_sent_politics,daily_sent_review_outlook,daily_sent_tech,daily_sent_u_s,daily_sent_world
2015-02-10T00:00:00Z,2068.6,2049.4,2070.9,2048.6,0.010700000000000001,0.004380784433931695,21.261293547110053,21.082865597783055,0.17842794932699846,20.091277375055522,1.170016172054531,0.004087545019447527,0.013392851557132398,-0.17183783223793286,0.011209471616935668,0.0060259617307969445,-0.03199210312665002,NA,-0.02608383830542874,-0.06275545342529627,-0.009383742929716216
2015-02-11T00:00:00Z,2068.5,2068.6,2073.5,2058,0,-0.01590750510130832,21.260265736342042,21.121100158353126,0.1391655779889156,20.176005836299858,1.0842599000421842,-0.022939943322121976,-0.01788741106089248,0.06841164673641523,-0.09864305474101122,-0.034674519097592865,0.07182066238392062,NA,-0.0073223304703363135,-0.22788530951094535,-0.19536066409913286
2015-02-12T00:00:00Z,2088.5,2070,2088.5,2070,0.0097,0.013465565457513215,21.465827889944574,21.176601939825808,0.28922595011876595,20.239137721892593,1.2266901680519808,0.0033705190559401832,-0.06927675564543956,-0.13633046091456671,0.019143236882081284,-0.01378935319392594,0.010593108277505975,NA,-0.051387804801080884,-0.11607572796491808,-0.06446711680972848
2015-02-13T00:00:00Z,2097,2088.8,2097,2086.7,0.0041,0.029685250791334467,21.55319180522565,21.230048099762467,0.3231437054631847,20.334384708654902,1.2188070965707496,0.0038586461974633684,-0.20282445158564014,0.03542551824094822,0.10779778144172665,-0.02531989161722508,-0.12791184348458243,NA,0.19644891954512092,-0.08632967852447312,0.09663167340324173
2015-02-17T00:00:00Z,2100.3,2096.5,2101.3,2089.8,0.0016,0.009375785294332554,21.58710956057007,21.31535639350752,0.27175316706254904,20.465417926357638,1.1216916342124321,-0.03380138625675633,-0.029072510145781723,0.042636867884646004,0.027582522229412373,0.04876077644924444,-0.054928793519076084,NA,-0.13455745127385288,0.03534514476920057,0.12255952317338366
2015-02-18T00:00:00Z,2099.7,2099.2,2100.2,2092.2,-3e-4,-0.012918978433871787,21.58094269596199,21.42553770783848,0.1554049881235109,20.54066078170613,1.0402819142558606,-0.07642746163748905,-0.15856439213905657,-0.04097196235022883,-0.07768864104279191,-0.039001447475340414,0.009241674430744197,NA,0.04157609203101499,-0.10218820107242604,0.017677669529663684
2015-02-19T00:00:00Z,2097.4,2099.2,2102.1,2090.8,-0.0011,0.011035292358351193,21.557303048297705,21.489467537608867,0.06783551068883753,20.717049962952583,0.8402530853451218,0.02556805038904376,-0.07909826713639065,0.028019477082479562,-0.2596391041289398,-0.07134022052794782,-0.01577119377634916,NA,-0.08422864491744589,-0.28203653622510017,0.02248451967662589
2015-02-20T00:00:00Z,2110.3,2097.7,2110.6,2085.4,0.0062,0.0028646504445987105,21.689890637371338,21.548875,0.14101563737133915,20.75337766798226,0.9365129693890779,0.010672820101238368,0.6519887159409169,0.11189650376271781,-0.04357476467479995,-0.03906117654563949,0.05532002164734719,NA,-0.016788468434274565,-0.002585304127843584,-0.09050001445184404
2015-02-23T00:00:00Z,2109.7,2109.8,2110.1,2103,-3e-4,0.01107775740537815,21.68372377276326,21.593687549485352,0.09003622327790595,20.81506623040503,0.8686575423582283,-0.018391035091346142,-0.12220274966692118,0.008417750389123433,NA,0.020569216244237944,0.08191521971318032,NA,0.02730604165444402,-0.08879241352013685,-0.13859771489526865
2015-02-24T00:00:00Z,2115.5,2109.1,2117.9,2105.9,0.0027,0.016669426009828327,21.743336797307997,21.619793942992874,0.12354285431512224,20.91652525055139,0.8268115467566055,-0.0935157640486221,-0.029776784164509386,0.14649229842376782,0.10511700645307794,-0.01018442311225643,0.1293809116948272,NA,0.10851887557928776,0.02098188391008666,-0.0772391933618568
2015-02-25T00:00:00Z,2113.9,2115.3,2119.6,2109.9,-8e-4,0.009723509457411439,21.726891825019795,21.651039390340458,0.07585243467933722,20.98883772168774,0.738054103332054,0.03044137132243387,0.2132209828350506,-0.13655115392872427,0.03050103714822345,-0.029194310794699717,0.10925273165500117,NA,-0.0244056557451694,-0.1724601834705363,-0.15493203760345595
2015-02-26T00:00:00Z,2110.7,2113.9,2113.9,2103.8,-0.0015000000000000002,0.03568413543402734,21.694001880443384,21.68022921615202,0.013772664291362702,21.0872154505782,0.6067864298651848,0.044368508428725,0.07542637378334983,0.08429382935146128,-0.009175341946023879,-0.04469846420610362,0.06968071154727287,NA,0.008626005866210458,-0.007911021566057566,-0.07354662602283384
2015-02-27T00:00:00Z,2104.5,2110.9,2112.7,2103.8,-0.0029000000000000002,-0.01632876008529226,21.630277612826603,21.707568982581154,-0.0772913697545512,21.213927888339462,0.4163497244871408,0.040315686381190596,0.047628967220784024,-0.07646523749508441,0.09632005073357021,-0.11134133352248521,-0.1385005037916851,NA,-0.026610950604430247,-0.00786570593307317,-0.09661030823323784
2015-03-02T00:00:00Z,2117.4,2105.2,2117.5,2104.5,0.0060999999999999995,0.03316537637286392,20.96,21.695646377672208,-0.7356463776722073,21.301130700401472,-0.34113070040147164,0.010131739853843455,0.08533486247484622,0.12346602598483346,0.20309744535927454,0.006599238163006291,-0.08180616417756513,NA,0.07774469983238196,-0.16978991881169275,-0.2806763875011
2015-03-03T00:00:00Z,2107.8,2115.8,2115.8,2098.3,-0.0045000000000000005,0.009253284906672704,20.864970246528763,21.550901623119557,-0.6859313765907942,21.389197347585117,-0.5242271010563542,0.015521888080174125,0.20333730390571603,-0.020475210679621974,0.21429784771236257,0.06722483912623363,-0.10743922727266943,NA,0.06340001086082749,-0.16905729718532514,7.934102926843965e-5
2015-03-04T00:00:00Z,2098.5,2107.7,2107.7,2087.6,-0.0044,0.019496058278863724,20.7729101728535,21.375228312963706,-0.6023181401102065,21.38803594799548,-0.6151257751419799,0.006919606980525511,0.09771834897416165,0.15163530098440928,0.1439078857992897,0.02935820306725473,-0.008458450903295344,NA,0.027930662509169642,0.04129888624696153,-0.1289604996440682
2015-03-05T00:00:00Z,2101,2098.5,2104.2,2095.2,0.0012000000000000001,-0.012096653630613097,20.797657504486633,21.184431982530448,-0.38677447804381515,21.370503111428338,-0.5728456069417049,-1.5534692332308682e-4,-0.16052019720931784,0.001642552871624631,0.018495856526250572,0.009888805028398968,-0.0540540094357105,NA,-0.09965632123067236,-0.32179139725246525,-0.16195044412600254
2015-03-06T00:00:00Z,2071.3,2100.9,2100.9,2067.3,-0.0141,0.03635952780737574,20.503659204684993,21.0051631073391,-0.5015039026541075,21.35924391420611,-0.8555847095211178,0.06346167950073613,0.2926071454410004,-0.2507417393647645,0.22769608944163416,0.021776390161116158,0.031190619692610305,NA,-0.021970501410763555,0.014480326506251532,-0.10154266805521416
2015-03-09T00:00:00Z,2079.4,2072.2,2083.5,2072.2,0.0039000000000000003,0.010502462985466378,20.58384055917635,20.779839425710783,-0.19599886653443477,21.32362338077449,-0.7397828215981406,0.09812099342301203,0.2224302171831381,0.018590076467850342,NA,-0.04319713580436779,-0.06027872269854967,NA,0.06920804059960178,0.05259603867477853,-0.00916204127902114
2015-03-10T00:00:00Z,2044.2,2076.1,2076.1,2044.2,-0.016900000000000002,-0.0011824150698619862,20.235398129781807,20.704607537546046,-0.46920940776423947,21.304294253745184,-1.068896123963377,0.05382825896527061,-0.13691626849050736,-0.10015219380586057,0.09068712813879978,-0.0010586580985859717,-0.17861249311124114,NA,0.12869253487490218,-0.0970493182517285,-0.1005757647693157
2015-03-11T00:00:00Z,2040.2,2044.7,2050.1,2039.7,-0.002,0.004931607221929092,20.19580239916879,20.578693114196657,-0.382890715027866,21.25731628810442,-1.0615138889356288,0.0012574421327973546,0.0891426597719696,0.07586253589769536,-0.08313363995219934,0.09565826924798475,-0.07593114090313069,NA,-0.030266770848901666,-0.23714020575534278,0.022996744173466307
2015-03-12T00:00:00Z,2065.9,2041.1,2066.4,2041.1,0.0126,-2.5053012540056553e-4,20.45020496835742,20.463271559459717,-0.01306659110229802,21.207330725165,-0.7571257568075822,-0.04753445240815504,-0.09623775250319111,0.1999742168240904,0.19851389154280194,-0.013507710228483622,-0.007270543961502598,NA,0.012369061621817551,-0.028931483052351995,-0.05113113723928661
2015-03-13T00:00:00Z,2053.4,2064.6,2064.6,2041.2,-0.0060999999999999995,0.01973694171757491,20.326468310191746,20.39378105223387,-0.06731274204212312,21.16302478692412,-0.8365564767323725,-0.021589026429464357,0,-0.011846011170939292,0.22739962452493515,-0.06220319426131232,-0.05144723114871684,NA,0.05019744243051259,-0.09198258179149689,-0.05760706825935288
2015-03-16T00:00:00Z,2081.2,2055.3,2081.4,2055.3,0.013500000000000002,-0.015820519978807235,20.6016586379522,20.358342873335225,0.2433157646169768,21.105234559322067,-0.5035759213698654,0.07178267771887263,-0.08264977799707594,-0.11542483961532865,-0.24258193851390258,-0.04725654298979044,0.08551500822206551,NA,-0.07400695157406675,-0.17858126542889277,-0.06041920313903987
2015-03-17T00:00:00Z,2074.3,2080.6,2080.6,2065.1,-0.0032999999999999995,-0.0183938042953665,20.533356002644755,20.361906489090394,0.17144951355436078,21.056116184806378,-0.5227601821616226,-0.044666664150372105,-0.197170839319593,0.19193914934093795,-0.15010900641892397,0.014378332890916017,-0.04289629571773013,NA,-0.029556184891483338,-0.1117999967622755,-0.02898418486089387
2015-03-18T00:00:00Z,2099.5,2072.8,2106.8,2061.2,0.0121,-0.02857029225142001,20.782809105506754,20.421498063662984,0.36131104184376994,20.97310083964962,-0.1902917341428676,-0.027534138449237897,-0.018252954080893776,8.926652963748195e-4,-0.021207032160543315,-0.12313356004913355,-0.09041035337431248,NA,-0.015069052992594503,-0.22959990987722678,-0.06487704655863129
2015-03-19T00:00:00Z,2089.3,2098.7,2098.7,2085.6,-0.0049,-0.015187565977659646,20.681839992443564,20.53889940493057,0.14294058751299232,20.961956553094627,-0.28011656065106294,0.030001906147916584,-0.11020973542840032,0.14302891065711854,-0.052483386298036776,-0.0026372572048777945,-0.08926813974261825,NA,-0.04761598124333946,-0.29017776637170584,-0.22099983204377324
2015-03-20T00:00:00Z,2108.1,2090.3,2113.9,2090.3,0.009000000000000001,-0.00903945068735787,20.867939926324738,20.5852264097478,0.282713516576937,20.918331884291717,-0.05039195796697982,-0.051576284359407094,0.08119513741877141,0.21625890342545925,0.04525102194964382,-0.012593153395284377,-0.15739160462274368,NA,-0.08895107089955147,-0.21782907057327316,-0.049439811223528196
2015-03-23T00:00:00Z,2104.4,2108,2114.9,2104.4,-0.0018,-0.007353548316803556,20.8313138755077,20.6935207329744,0.137793142533301,20.883074719004806,-0.051760843497106634,-0.013719272147812524,-0.1745791360548077,0.050964820765811235,0.04524308373132699,-0.04557198030598476,0.09188501930976367,-0.1865412776730242,0.11686429820061515,0.07540291497628467,-0.09380924727642431
2015-03-24T00:00:00Z,2091.5,2103.9,2107.6,2091.5,-0.0060999999999999995,0.012408893522957107,20.703617644280722,20.739451780485503,-0.035834136204780265,20.82451694257029,-0.12089929828956869,0.015427829154951788,0.10800701386704442,-0.008107860230623178,0.05270213320565976,0.007245319421769368,-0.038043476048607035,-0.11056624327025937,-0.02415296903429842,-0.06187219283583375,-0.18232008704283012
2015-03-25T00:00:00Z,2061.1,2093.1,2097.4,2061.1,-0.014499999999999999,0.016434590024677002,20.4026900916218,20.773504108812695,-0.37081401719089513,20.791239967633576,-0.38854987601177626,0.011523732882966849,0.09044821455382922,0.0073966405322948665,-0.1845134095482382,-0.012974674261557594,0.10831026210838693,-1.7286495535813738e-4,0.0738276206401631,-0.030668242104398013,-0.16956878849855705
2015-03-26T00:00:00Z,2056.2,2059.9,2067.2,2045.5,-0.0024000000000000002,-0.010496513769281715,20.354185321620854,20.697480306035704,-0.3432949844148503,20.703598691769383,-0.3494133701485289,-0.01507759242767447,-0.04059773285954864,0.06818829493191454,0.0332702751417584,-0.030243413241338533,0.027685299123478724,0,-0.03490613276513375,-0.23318896729730523,-0.1690790320634416
2015-03-27T00:00:00Z,2061,2055.8,2062.8,2053,0.0023,0.028917192347864565,20.401700198356476,20.631949371871166,-0.23024917351468943,20.652050198767327,-0.250350000410851,0.04567371588650621,0.12273334668094861,0.10268695164731387,0.1335781296087451,-0.0545389946157946,0.07110228967087162,0.017778640450004206,0.03505707546386578,-0.14567665405489072,-0.30600009491110197
2015-03-30T00:00:00Z,2086.2,2064.1,2089,2064.1,0.012199999999999999,0.011680183335114495,20.651153301218475,20.53870142627751,0.11245187494096598,20.605321243033906,0.045832058184569036,0.04668082937287161,0.14014132894887765,0.048601429844652835,0.20968201491814448,-0.10109163371623354,0.07136319922641704,0.04330127018922194,-0.02094137843390182,-0.19577029246530542,-0.10443126960668578
2015-03-31T00:00:00Z,2067.9,2084.1,2084.1,2067,-0.0088,0.02743220616682363,20.470002833663926,20.502669311419666,-0.03266647775573972,20.570971946727116,-0.10096911306319001,0.08835289922305584,0.06516646031715428,0.03155573663676543,0.06626593039925556,0.041310411324955144,0.07378887081701671,-0.08120952736119072,-0.08794307526670733,0.024259533014602246,-0.01455803562770641
2015-04-01T00:00:00Z,2059.7,2067.6,2067.6,2048.4,-0.004,-0.004033057040940868,21.42,20.455946349296305,0.964053650703697,20.57116992538018,0.8488300746198227,-0.006788574212589352,-0.13219689387436578,0.07428742951479894,NA,-0.05542957774498892,-0.04193631360177164,0.19582482904638632,0.02604263188412213,-0.029052015958748612,0.003000343387199689
2015-04-02T00:00:00Z,2067,2060,2072.2,2057.3,0.0034999999999999996,0.03333902615904271,21.495916881099195,20.659408330971946,0.8365085501272489,20.586349768584107,0.9095671125150879,0.07845175562167744,-0.11067812732806577,0.007092379397376457,0.11670508133778719,-0.016532165299222305,0.46810905029169103,-0.1875,-0.043896324470140066,-0.09009208189388876,0.021856888785705266
2015-04-06T00:00:00Z,2080.6,2064.9,2087,2056.5,0.006599999999999999,-0.01449375708919635,21.637351070544256,20.887754642867613,0.7495964276766429,20.63715052432321,1.0002005462210448,-0.028426317804646932,-0.16155008088539863,-0.07339171608298077,NA,-0.0037337683198754167,-0.0472455591261534,-0.34894526774102275,0.08630191558082015,-0.11033433746344638,0.039593800381832925
2015-04-07T00:00:00Z,2076.3,2080.8,2089.8,2076.1,-0.0021000000000000003,0.005979184010998678,21.59263290770501,21.13488481730517,0.4577480903998392,20.676314006819915,0.9163189008850949,0.1188665945172746,-0.07144345083117604,-0.04506896917309502,-0.11195337511717737,-0.025392350889992883,0.004472513883513843,-0.1125,0.01288186868632275,-0.08766944785127966,-0.16525722506682858
2015-04-08T00:00:00Z,2081.9,2076.9,2086.7,2073.3,0.0027,0.04277724537592392,21.650870515123568,21.323180738602478,0.32768977652109044,20.74110707659357,0.9097634385299997,0.12347303261807656,0.006780860200699935,-0.10304466490152446,0.10175870876025737,0.07592688439917318,-0.009712707629464237,0.08715169943749473,0.03085452491066206,-0.04664388105468368,-0.0011580934228063097
2015-04-09T00:00:00Z,2091.2,2081.3,2093.3,2074.3,0.0045000000000000005,0.0071435950687782504,21.74758654172938,21.559354274894407,0.18823226683497296,20.800744396625742,0.9468421451036377,-0.037165222037155686,0.04170291325136982,-0.01530530721934673,0.03404739176818278,0.012197995792068303,-0.053643285649389895,-0.05,-0.06657723143403459,-0.04981847575199758,0.10665376946922855
2015-04-10T00:00:00Z,2102.1,2091.5,2102.6,2091.5,0.0052,0.013438843412590846,21.860941884740498,21.62487158324028,0.23607030150021657,20.873780094733277,0.9871617900072209,0.06965452959322091,-0.30078563537960307,0.09373346807085982,0.41151836711096224,-0.08512506829105519,-0.06324555320336758,-0.14907119849998599,0.029666988626910692,-0.22757800263986785,0.024152525875327364
2015-04-13T00:00:00Z,2092.4,2102,2107.7,2092.3,-0.0046,-0.0146471616568168,21.76006602903336,21.697876583968544,0.06218944506481705,20.935655374480834,0.8244106545525263,-0.015353526589336391,-0.14654805470431254,-0.013242737095303258,NA,0.038681065923316486,0.03220749943165513,-0.044194173824159216,0.05865860610620692,-0.2111599736964232,-0.14352755304247025
2015-04-14T00:00:00Z,2095.8,2092.3,2098.6,2083.2,0.0016,0.010100707207470978,21.795424576394627,21.722419575666365,0.0730050007282621,21.019956399555817,0.7754681768388103,0.019017810023830586,-0.008503785791233983,-0.010542395099293387,0.008537587167523461,-0.027102430169301982,0.1233783434905889,-0.1942079307083088,0.059461212290545636,-0.18425732032334804,0.07625103590365583
2015-04-15T00:00:00Z,2106.6,2097.8,2111.9,2097.8,0.0052,-0.0027226618879527243,21.90773996213041,21.762977909404288,0.1447620527261222,21.084445678814767,0.8232942833156436,-0.05342624784474945,-0.10955654561908731,-0.06746609093276344,0.20836204409411996,-0.02224006131705838,-0.048558057252764866,0.001964624558893492,0.061047026639231325,-0.1434724396017542,-0.06330057193252026
2015-04-16T00:00:00Z,2105,2106,2111.3,2100,-8e-4,-1.585237327114072e-5,21.89110064572511,21.814351798805653,0.07674884691945749,21.163261788095365,0.7278388576297452,-0.03523286614373938,-0.08974059687009113,-0.0756705952769076,-0.3251390444910442,-0.02021257120336445,0.08224308570945524,-0.37303119733594425,-0.1454478126371196,-0.18725438800354388,-0.14212089170415562
2015-04-17T00:00:00Z,2081.2,2102.6,2102.6,2072.4,-0.011300000000000001,0.013571312438407911,21.643590814196244,21.8430546196048,-0.19946380540855557,21.19714618658545,0.44644462761079495,-0.062249490367768154,0.2527022934981864,0.04038371110531048,0.09084293724118268,-0.03683305193643382,-0.021813615817372328,-0.041666666666666664,0.12111984478789337,-0.04215898883034043,-0.07598319103678104
2015-04-20T00:00:00Z,2100.4,2084.1,2103.9,2084.1,0.0092,0.030128658797486444,21.843262611059867,21.79958440549595,0.04367820556391777,21.30179110936762,0.5414715016922464,0.054612859157778776,0.031341184654150554,0.01878084861044114,0.09701541131318801,0.017048436326368932,0.11338934190276818,0.325,0.15087630736683597,-0.037012467554678574,-0.08196961929354493
2015-04-21T00:00:00Z,2097.3,2102.8,2109.6,2094.4,-0.0015000000000000002,0.007151492854264317,21.8110239355246,21.81622372190125,-0.005199786376650195,21.306853229342533,0.5041707061820659,0.08607398787952562,-0.05590169943749474,0.048707837972265536,NA,-0.005343172698605082,0.0028900135777551184,-0.1527964473009227,-0.01220551623439595,-0.06272469530068045,-0.30615705558921125
2015-04-22T00:00:00Z,2108,2098.3,2110,2091.1,0.0051,0.03642840879148148,21.92229936398505,21.819343593727247,0.10295577025780389,21.359114597760673,0.5631847662243779,-0.04099485895181292,-0.03170901240128809,0.021433598580284187,0.17952344757769165,0.07412214494076187,-0.013161107295234236,NA,0.09971970129844093,-0.051033958856605395,0.07173369869559107
