date,price,open,high,low,change_percent,daily_sent,pe_ratio,weekly_ma,weekly_ma_res,monthly_ma,monthly_ma_res,daily_sent_business,daily_sent_commentary,daily_sent_heard_on_the_street,daily_sent_letters,daily_sent_markets,daily_sent_politics,daily_sent_review_outlook,daily_sent_tech,daily_sent_u_s,daily_sent_world
2015-01-02T00:00:00Z,2058.2,2058.9,2072.4,2046,-3e-4,0.041557285674703175,20.02,NA,NA,NA,NA,-0.046689632215601504,-0.1760310363079829,0.08638637536731025,0.3315169970996233,0.08169444431744924,0.12619837176384285,NA,-0.10809939460110224,0.13978814051614197,-0.15734164732389022
2015-01-05T00:00:00Z,2020.6,2054.4,2054.4,2017.3,-0.0183,-0.014263513051606008,19.65426683509863,NA,NA,NA,NA,0.06615073749496257,-0.06225441250068777,-0.06800865743455123,0.36462686730293753,-0.059052346459302914,-0.11274125865467195,NA,0.05128879910117074,-0.12758639566596822,-0.23325389210165662
2015-01-06T00:00:00Z,2002.6,2022.2,2030.2,1992.4,-0.0089,-6.694810615785651e-4,19.479181809347974,NA,NA,NA,NA,0.008004761882571352,-0.09775503248562177,0.08989581037071055,NA,-0.06386920986282701,0.0854638384382012,NA,-0.004997147612996013,-0.07153818133235124,-0.018211311958125722
2015-01-07T00:00:00Z,2025.9,2005.5,2029.6,2005.5,0.011600000000000001,-0.032955854909359844,19.705819648236325,NA,NA,NA,NA,0.012234127534363403,0.10597380859764326,0.06767345192382518,-0.32087458866365537,-0.025647582623285443,-0.08688277825966134,NA,0.22607870490433166,-0.1984584611047558,-0.1019099691032885
2015-01-08T00:00:00Z,2062.1,2030.6,2064.1,2030.6,0.0179,0.017262320273365158,20.057935088912643,NA,NA,NA,NA,-0.012723907252778737,-0.32856558947851816,0.07045392181964114,0.16973332531757374,-0.027747802032609684,0.15746001888165123,NA,-0.0741494305365588,-0.035203479840785555,-0.1890059298155086
2015-01-09T00:00:00Z,2044.8,2063.4,2064.4,2038.3,-0.008400000000000001,0.00652073312495658,19.88965892527451,19.783440676319113,0.10621824895539689,NA,NA,0.008529532449954559,0.02478054967508564,0.008224631744801432,0.035849793395508915,-0.02486596658335359,0.056220483779440424,NA,0.18225103763485997,0.02722765970623136,-0.11011602959817313
2015-01-12T00:00:00Z,2028.3,2046.1,2049.3,2022.6,-0.008100000000000001,0.005204380547266062,19.72916431833641,19.757372461374015,-0.028208143037605993,NA,NA,0.05206208231519123,-0.15405858517234566,0.09082603256361327,-0.06567382291433677,-0.03557720257155462,-0.021099772061848408,NA,-0.08721324194073148,0.12130628867898105,-0.02341176806074667
2015-01-13T00:00:00Z,2023,2031.6,2056.9,2008.2,-0.0026,-8.341751728875469e-4,19.67761150519872,19.772351958021574,-0.09474045282285459,NA,NA,0.010650526312062083,-0.006494217506015809,0.008562246706415928,0.06338934190276815,-0.09331955168350263,0.35312698372208084,NA,0.07865366918877456,-0.09342407068750182,-0.07905573804521865
2015-01-14T00:00:00Z,2011.3,2018.4,2018.4,1988.4,-0.0058,-0.03664943922277117,19.563806238460792,19.812037897191722,-0.2482316587309299,NA,NA,-0.03047770259029377,-0.08820190902187364,0.11321984717115227,NA,-0.05903396926145028,0.1430493941817285,NA,-0.029478264536545375,-0.23602112402877892,-0.2097976903332157
2015-01-15T00:00:00Z,1992.7,2013.8,2021.3,1991.5,-0.0092,0.004175224139062261,19.382885045185112,19.783635215236615,-0.40075017005150215,NA,NA,-0.011568201497933937,0.0587458708735084,-0.2747922265035475,0.26622711783668673,-0.07028810644854785,-0.15695702842784448,NA,0.023195348100128403,-0.054118882254558465,-0.11278128288212484
2015-01-16T00:00:00Z,2019.4,1992.2,2020.5,1988.1,0.0134,-0.004258468464435592,19.642594500048588,19.648625206491108,-0.006030706442519573,NA,NA,0.06423999248178523,0,-0.0629940788348712,0.0398430864284718,-0.09945049980227182,0.149198594116342,NA,0.11499619916955922,0.06387503987711249,-0.1010287321744726
2015-01-20T00:00:00Z,2022.5,2020.8,2028.9,2004.5,0.0015000000000000002,0.0033041515140509944,19.6727480322612,19.599212321445926,0.07353571081527477,NA,NA,0.014515277017128562,-0.1030673576035,0.0018209523459723643,-0.0757072938718429,-0.05109189439335142,-0.10959367892115426,0,-0.05897949024159705,-0.12539695220990932,-0.08891917984488504
2015-01-21T00:00:00Z,2032.1,2020.2,2038.3,2012,0.0047,0.015870539377788977,19.76612671266155,19.587929064230885,0.17819764843066466,NA,NA,0.086572395630812607,-0.05208927101024849,-0.04195720241238742,-0.23840465027476399,-0.05962807824112754,0.08949486504007165,NA,-0.061783199705621815,-0.06313615423540771,0.08056824213918065
2015-01-22T00:00:00Z,2063.2,2034.3,2064.6,2026.4,0.015300000000000001,0.030599065517334243,20.06863472937518,19.605632105723448,0.4630026236517324,NA,NA,0.039214812200699126,-0.1664008455671164,-0.0115946740965856,NA,0.03122057943466233,-0.16806963347827467,NA,0.11871867424202069,0.08026883746805621,-0.16496116500250177
2015-01-23T00:00:00Z,2051.8,2063,2063,2050.5,-0.0055000000000000005,-0.02387076984006414,19.95774754639977,19.706597803906327,0.2511497424934426,NA,NA,-0.004527717409125951,0.18124999999999997,-0.1676360615988613,-0.025135836926425285,-0.02937092899976878,-0.005798301222399517,NA,-0.21615239025934824,-0.16507823033827473,-0.0825557609927957
2015-01-26T00:00:00Z,2057.1,2050.4,2057.6,2041,0.0026,-0.0027724465449708523,20.00930035953746,19.821570304149255,0.18773005538820442,NA,NA,0.026497308493858802,-0.017039150491174996,0.11169851278750441,0.02526492880557231,-0.06436555861485965,-0.1514381543491462,NA,0.03812095547518285,0.026488356956045414,-0.21991320281372367
2015-01-27T00:00:00Z,2029.5,2047.9,2047.9,2019.9,-0.0134,-0.012572292567660227,19.740836653386456,19.89491147604703,-0.1540748226605757,NA,NA,0.033878196782126876,-0.35506031628785,-0.10516739283042786,-0.3952847075210474,-0.10312924778368993,0.0885681848266226,NA,-0.0010982944500921958,0.0046062099262790136,0.059344037567505274
2015-01-28T00:00:00Z,2002.2,2032.3,2042.5,2001.5,-0.013500000000000002,0.003549028522682539,19.475291030997962,19.90852920027208,-0.4332381692741194,NA,NA,-0.028019139064700403,-0.014082497468832006,0.0725575640001178,0.0917363416544972,-0.12150383708090524,0.0018934596977514286,NA,-0.04142355239040925,-0.04677556931752152,0.06682234304699272
2015-01-29T00:00:00Z,2021.2,2002.5,2024.6,1989.2,0.0095000000000000015,0.030458030320535952,19.660103002623654,19.850362063939365,-0.1902590613157109,NA,NA,-0.012622125935471672,7.093789964063528e-4,0.06464097113361914,0.4052079624792213,0.02334619325082551,0.2909125519867922,NA,0.025735975263152033,0.07834086679063505,0.0010452217449471158
2015-01-30T00:00:00Z,1995,2019.3,2023.3,1993.4,-0.013000000000000001,0.03289721565881286,19.405257020697697,19.768655718589063,-0.36339869789136614,NA,NA,0.055065908499457916,0.19740963185335494,0.028026992446018282,-0.10862730384606133,-0.03152608031945363,0.02730376063725547,NA,0.10041683879405866,-0.056090761632385036,-0.256234744107295
2015-02-02T00:00:00Z,2020.8,1996.7,2021.7,1980.9,0.0129,0.0438974448409615,20.77,19.658157613448644,1.1118423865513556,19.72225818676513,1.0477418132348681,-0.022896276934684292,0.14900368229809455,0.02756837785501724,0.16485809175831861,-4.537666921935035e-5,0.07755005451726439,NA,-0.043142075695409,0.0034312945927691377,-0.02255024850653589
2015-02-03T00:00:00Z,2050,2022.7,2050.3,2022.7,0.0144,-0.0353211041356766,21.070120744259697,19.810297541541154,1.2598232027185432,19.756402390438247,1.31371835382145,-0.043433286492247335,-0.0958728694481937,0.012457877471655205,0.1893191425462975,0.03902336003311675,-0.010741753446883074,NA,-0.04076548060957009,-0.07536275024697597,-0.18738589054405644
2015-02-04T00:00:00Z,2041.5,2048.9,2054.7,2036.7,-0.0041,0.006060931725447285,20.98275682897862,20.0761543597158,0.9066024692628183,19.84922661830326,1.1335302106753602,0.06075027634475451,-0.21584304487104844,0.011817825608388335,-0.003928166619654949,0.04495902556280294,0.10363235528700576,NA,0.08797507189059281,-0.06120320314071856,-0.014268264080191235
2015-02-05T00:00:00Z,2062.5,2043.5,2063.6,2043.5,0.0103,0.005539115780599252,21.19859709026128,20.37764751931193,0.8209495709493488,19.912927573152253,1.285669517109028,-0.0049477709290803,-0.030670206083359058,-0.06298993968538807,-0.13294186970211058,-0.007704386039919437,-0.12061678354746706,NA,-0.018056819309419596,-0.053234810302260176,-0.018326784197859335
2015-02-06T00:00:00Z,2055.5,2062.3,2072.4,2050,-0.0034,0.009287759064372042,21.126650336500393,20.685346336839455,0.4413039996609385,19.990727702662884,1.1359226338375095,0.05384182938503351,-0.09646462605824335,0.0972121847856915,0.1616682697392152,-0.048989008880564205,-0.012832133568771097,NA,0.014246741469794898,-0.19874149124043627,-0.04309839019506588
2015-02-09T00:00:00Z,2046.7,2053.5,2056.2,2041.9,-0.004300000000000001,-0.02366667442124394,21.03620298891528,21.029625,0.0065779889152821625,20.054619931857935,0.981583057057346,0.02573650509341941,-0.1077112214929108,-0.0941961889625277,0.05854784794318564,-0.11906611677788233,0.21105794120443455,NA,-0.21386547149095525,-0.12249086268464437,-0.021529096323116958
