date,daily_sent,price,open,high,low,change_percent,pe_ratio
2024-10-02T00:00:00Z,0.0670564084477333,5709.54,5698.14,5719.63,5674,1e-4,28.924002067002412
2024-10-01T00:00:00Z,-0.08004918629019421,5708.75,5757.73,5757.73,5681.28,-0.009300000000000001,28.920000000000005
2024-09-30T00:00:00Z,-0.00498023147818906,5762.48,5726.52,5765.14,5703.53,0.004200000000000001,29.25571739920744
2024-09-27T00:00:00Z,-0.05053823747097564,5738.17,5755.360000000001,5763.78,5727.34,-0.0013,29.132297189510453
2024-09-26T00:00:00Z,-0.06561903811149532,5745.37,5762.22,5767.37,5721.01,0.004,29.16885109777118
2024-09-25T00:00:00Z,-0.043825341145907214,5722.26,5733.6500000000005,5741.03,5712.06,-0.0019,29.051523206117643
2024-09-24T00:00:00Z,-0.042257884503973296,5732.929999999999,5727.660000000001,5735.320000000001,5698.99,0.0025,29.10569406738736
2024-09-23T00:00:00Z,-0.04255495026734523,5718.57,5711.9,5725.360000000001,5704.22,0.0028000000000000004,29.032789328134015
2024-09-20T00:00:00Z,0.04454708534566764,5702.55,5709.64,5715.14,5674.49,-0.0019,28.951456882253893
2024-09-19T00:00:00Z,-0.05342293560531802,5713.64,5702.63,5733.57,5686.42,0.017,29.007760054838826
2024-09-18T00:00:00Z,-0.10735339299387701,5618.26,5641.68,5689.75,5615.08,-0.0029000000000000002,28.523522309018205
2024-09-17T00:00:00Z,0.07644931832959652,5634.58,5655.51,5670.81,5614.05,3e-4,28.60637783440919
2024-09-16T00:00:00Z,-0.1700571125858203,5633.09,5615.21,5636.05,5604.53,0.0013,28.598813206171904
2024-09-13T00:00:00Z,-0.09336595670746237,5626.02,5603.34,5636.2699999999995,5601.6500000000005,0.0054,28.562919299032547
2024-09-12T00:00:00Z,-0.03889777064283672,5595.76,5557.48,5600.71,5535.5,0.0075,28.409291345703423
2024-09-11T00:00:00Z,-0.05486333406756911,5554.13,5496.42,5560.41,5406.96,0.010700000000000001,28.19793867891256
2024-09-10T00:00:00Z,-0.04109831307069039,5495.52,5490.51,5497.91,5441.72,0.0045000000000000005,27.90037971180681
2024-09-09T00:00:00Z,0.008288134460413406,5471.05,5442.07,5484.2,5434.49,0.011600000000000001,27.776147193037357
2024-09-06T00:00:00Z,-0.033081963863403015,5408.42,5507.33,5522.469999999999,5402.620000000001,-0.0173,27.45817896048603
2024-09-05T00:00:00Z,-9.749492355016027e-4,5503.41,5520.08,5546.3,5480.54,-0.003,27.940436702942524
2024-09-04T00:00:00Z,-0.035534505311566815,5520.07,5506.68,5552.99,5503.660000000001,-0.0016,28.025018385112492
2024-09-03T00:00:00Z,0.032111031905407594,5528.929999999999,5623.89,5623.89,5504.33,-0.0212,28.07
2024-08-30T00:00:00Z,-0.015389583049520827,5648.4,5612.74,5651.37,5581.79,0.0101,28.57032540924012
2024-08-29T00:00:00Z,-0.041956476660697094,5591.96,5607.3,5646.95,5583.71,0,28.28484471274244
2024-08-28T00:00:00Z,0.0332468710608077,5592.18,5624.51,5627.03,5560.95,-0.006,28.285957500716034
2024-08-27T00:00:00Z,0.02442830019904197,5625.8,5602.89,5631.18,5593.48,0.0016,28.456011735589385
2024-08-26T00:00:00Z,0.01816288462660475,5616.84,5639.660000000001,5651.620000000001,5602.34,-0.0032,28.410690916301306
2024-08-23T00:00:00Z,-0.026323951550122113,5634.610000000001,5602.49,5641.820000000001,5585.160000000001,0.011500000000000002,28.500573835804566
2024-08-22T00:00:00Z,-0.029082817973799958,5570.64,5637.7699999999995,5643.22,5560.95,-0.0089,28.177005441847143
2024-08-21T00:00:00Z,0.032327238353771416,5620.85,5603.09,5632.68,5591.57,0.004200000000000001,28.430974006183583
2024-08-20T00:00:00Z,0.09116076097603064,5597.120000000001,5602.88,5620.51,5585.5,-0.002,28.310944648850313
2024-08-19T00:00:00Z,-0.07117160282113763,5608.25,5557.23,5608.3,5550.74,0.0097,28.367241604059718
2024-08-16T00:00:00Z,-0.009127125756371477,5554.25,5530.5,5561.98,5525.17,0.002,28.094102737814595
2024-08-15T00:00:00Z,-0.13609651720614507,5543.22,5501.13,5546.23,5501.13,0.0161,28.03831159532045
2024-08-14T00:00:00Z,-0.11712072625623238,5455.21,5442.360000000001,5463.22,5415.91,0.0038,27.593145824612424
2024-08-13T00:00:00Z,-0.0357551605800121,5434.429999999999,5376.98,5436.5,5376.98,0.016800000000000002,27.488037942379574
2024-08-12T00:00:00Z,-0.01290997507715644,5344.39,5351.88,5371.2,5324.37,0,27.032604173551594
2024-08-09T00:00:00Z,-0.07006705730012593,5344.160000000001,5314.660000000001,5358.67,5300.84,0.0047,27.03144080430648
2024-08-08T00:00:00Z,-0.031938535610993135,5319.31,5252.57,5328.03,5233.85,0.023,26.905746344562193
2024-08-07T00:00:00Z,-0.03261684388912877,5199.5,5293.13,5330.64,5195.54,-0.0077,26.2997321303987
2024-08-06T00:00:00Z,-0.022149178966606422,5240.03,5206.42,5312.34,5193.56,0.0104,26.504738023897122
2024-08-05T00:00:00Z,-0.03481977637146316,5186.33,5151.14,5250.89,5119.26,-0.03,26.233116595797807
2024-08-02T00:00:00Z,-0.03237781845939189,5346.56,5376.63,5383.89,5302.03,-0.0184,27.043580309472926
2024-08-01T00:00:00Z,-0.024275255903654758,5446.68,5537.84,5566.160000000001,5410.42,-0.0137,27.55
2024-07-31T00:00:00Z,-0.039069590990887845,5522.3,5505.59,5551.51,5493.75,0.0158,28.301952661965373
2024-07-30T00:00:00Z,0.10884627623534554,5436.44,5478.73,5489.46,5401.7,-0.005,27.861917594048677
2024-07-29T00:00:00Z,-0.015451709310229576,5463.54,5476.55,5487.74,5444.44,8e-4,28.00080590456047
2024-07-26T00:00:00Z,0.044786107467083544,5459.1,5433.67,5488.320000000001,5430.7,0.0111,27.978050771768135
2024-07-25T00:00:00Z,-0.12489685816136463,5399.22,5428.7,5491.59,5390.95,-0.0051,27.671163980866066
2024-07-24T00:00:00Z,0.004192862711729685,5427.13,5505.84,5508.04,5419.98,-0.023099999999999996,27.814203565603485
2024-07-23T00:00:00Z,-0.021484159547875425,5555.74,5565.3,5585.34,5550.9,-0.0016,28.473333662095047
2024-07-22T00:00:00Z,-0.011177127602209014,5564.41,5544.54,5570.360000000001,5529.04,0.0108,28.517767671399007
2024-07-19T00:00:00Z,0.020580134063667235,5505,5543.37,5557.5,5497.04,-0.0070999999999999995,28.213289644553786
2024-07-18T00:00:00Z,-0.0681194535768647,5544.59,5608.56,5614.05,5522.81,-0.007799999999999999,28.4161895786188
2024-07-17T00:00:00Z,-0.07648162752996818,5588.2699999999995,5610.07,5622.49,5584.81,-0.013900000000000001,28.64005088500828
2024-07-16T00:00:00Z,-0.07289241080108286,5667.2,5644.09,5669.67,5639.02,0.0064,29.044569495661253
2024-07-15T00:00:00Z,-0.10780915046553152,5631.22,5638.160000000001,5666.94,5614.75,0.0028000000000000004,28.86017091956479
2024-07-12T00:00:00Z,-0.05690509491653778,5615.35,5590.76,5655.56,5590.44,0.0055000000000000005,28.77883669492191
2024-07-11T00:00:00Z,-0.0017968851944165979,5584.54,5635.21,5642.45,5576.53,-0.0088,28.620934523450753
2024-07-10T00:00:00Z,0.01129535892649425,5633.91,5591.26,5635.39,5586.44,0.0102,28.873957250017803
2024-07-09T00:00:00Z,-0.09550410857561659,5576.98,5584.24,5590.75,5574.57,7.000000000000001e-4,28.58218929734488
2024-07-08T00:00:00Z,-0.03582014433327138,5572.85,5572.75,5583.110000000001,5562.51,0.001,28.561022923824083
2024-07-05T00:00:00Z,-0.0022442348656769736,5567.1900000000005,5537.91,5570.33,5531.63,0.0054,28.53201525454376
2024-07-03T00:00:00Z,0.08095195387267555,5537.02,5507.44,5539.2699999999995,5507.42,0.0051,28.377393102213844
2024-07-02T00:00:00Z,-0.027156150586647606,5509.01,5461.84,5509.6900000000005,5458.429999999999,0.0062,28.233841014485606
2024-07-01T00:00:00Z,-0.017161819970599873,5475.09,5471.08,5479.55,5446.53,0.0027,28.06
2024-06-28T00:00:00Z,-0.06143171991910007,5460.48,5488.48,5523.64,5451.120000000001,-0.0041,28.566390430404663
2024-06-27T00:00:00Z,-0.011338845195212516,5482.87,5473.59,5490.81,5467.54,9e-4,28.68352326153613
2024-06-26T00:00:00Z,-0.11756309397380399,5477.9,5460.71,5483.14,5451.87,0.0016,28.657522807283186
2024-06-25T00:00:00Z,-0.10621278455851262,5469.3,5460.73,5472.88,5446.56,0.0039000000000000003,28.612532081614113
2024-06-24T00:00:00Z,-0.030436644579296606,5447.87,5459.58,5490.660000000001,5447.59,-0.0031,28.50042147102245
2024-06-21T00:00:00Z,9.517778983273721e-4,5464.620000000001,5466.7699999999995,5478.31,5452.03,-0.0016,28.58804875648257
2024-06-20T00:00:00Z,-0.02736541391936708,5473.17,5499.99,5505.53,5455.56,-0.0025,28.6327779081652
2024-06-18T00:00:00Z,-0.04240810869765359,5487.03,5476.1500000000005,5490.38,5471.320000000001,0.0025,28.705286217208617
2024-06-17T00:00:00Z,-0.008678798663175762,5473.23,5431.110000000001,5488.5,5420.4,0.0077,28.633091796948932
2024-06-14T00:00:00Z,0.010841514210035746,5431.6,5424.08,5432.39,5403.75,-4e-4,28.415305295832233
2024-06-13T00:00:00Z,-0.029119598621867276,5433.74,5441.929999999999,5441.929999999999,5402.51,0.0023,28.42650066245221
2024-06-12T00:00:00Z,-0.0833698868587227,5421.03,5409.13,5447.25,5409.13,0.0085,28.360008555097096
2024-06-11T00:00:00Z,-0.012434380430736136,5375.320000000001,5353,5375.95,5327.25,0.0027,28.12087761668623
2024-06-10T00:00:00Z,0.007719804419690392,5360.79,5341.22,5365.79,5331.52,0.0026,28.0448642162244
2024-06-07T00:00:00Z,-0.024025161703597912,5346.99,5343.81,5375.08,5331.33,-0.0011,27.97266979596472
2024-06-06T00:00:00Z,0.008034074431824351,5352.96,5357.8,5362.35,5335.360000000001,-2e-4,28.003901729946627
2024-06-05T00:00:00Z,-0.06229404783995032,5354.03,5314.48,5354.160000000001,5297.64,0.011800000000000001,28.009499413256613
2024-06-04T00:00:00Z,-0.13355233278170808,5291.34,5278.24,5298.8,5257.63,0.0015000000000000002,27.681537949047964
2024-06-03T00:00:00Z,-0.04141636749604318,5283.4,5297.1500000000005,5302.110000000001,5234.320000000001,0.0011,27.64
2024-05-31T00:00:00Z,-0.002424937927545011,5277.51,5243.21,5280.33,5191.68,0.008,28.320506038789333
2024-05-30T00:00:00Z,0.022703672759332078,5235.48,5259.7699999999995,5260.21,5222.1,-0.006,28.094962009728217
2024-05-29T00:00:00Z,4.5575892527124527e-4,5266.95,5278.73,5282.2699999999995,5262.7,-0.0074,28.263838302722586
2024-05-28T00:00:00Z,0.08351816348563715,5306.04,5315.91,5315.91,5280.89,2e-4,28.47360551890148
2024-05-24T00:00:00Z,-0.076955749599225,5304.72,5281.45,5311.6500000000005,5278.39,0.006999999999999999,28.466522051893136
2024-05-23T00:00:00Z,-0.03907086940492207,5267.84,5340.26,5341.88,5256.929999999999,-0.0074,28.268614276690332
2024-05-22T00:00:00Z,-0.033991986615730746,5307.01,5319.28,5323.18,5286.01,-0.0027,28.478810793900035
2024-05-21T00:00:00Z,-0.045871071782046025,5321.41,5298.6900000000005,5324.320000000001,5297.87,0.0025,28.556084979445597
2024-05-20T00:00:00Z,-0.019206666122499414,5308.13,5305.35,5325.320000000001,5302.4,9e-4,28.48482100833136
2024-05-17T00:00:00Z,-0.01885899387335058,5303.2699999999995,5303.1,5305.45,5283.59,0.0012000000000000001,28.458740970709727
2024-05-16T00:00:00Z,0.041692826454495326,5297.1,5310.07,5325.49,5296.1900000000005,-0.0021000000000000003,28.425631128708613
2024-05-15T00:00:00Z,-0.050085810144256775,5308.1500000000005,5263.26,5311.76,5263.26,0.011700000000000002,28.48492833358906
2024-05-14T00:00:00Z,0.020134431253874655,5246.68,5221.1,5250.37,5217.98,0.0048000000000000004,28.155064154041437
2024-05-13T00:00:00Z,-0.07848508483553938,5221.42,5233.08,5237.26,5211.160000000001,-2e-4,28.01951235356359
2024-05-10T00:00:00Z,-0.07478014530689325,5222.68,5225.49,5239.660000000001,5209.68,0.0016,28.02627384479883
2024-05-09T00:00:00Z,0.019865940494553872,5214.08,5189.03,5215.3,5180.41,0.0051,27.980123983986896
2024-05-08T00:00:00Z,-0.05405166221421167,5187.67,5168.98,5191.95,5165.860000000001,0,27.838400981191178
2024-05-07T00:00:00Z,-0.0426241157228692,5187.7,5187.2,5200.23,5178.96,0.0013,27.83856196907773
2024-05-06T00:00:00Z,-0.008383769986475331,5180.74,5142.42,5181,5142.42,0.0103,27.801212779397375
2024-05-03T00:00:00Z,-0.005955516285443513,5127.79,5122.78,5139.120000000001,5101.22,0.0126,27.51706915963088
2024-05-02T00:00:00Z,-0.07515943490621796,5064.2,5049.320000000001,5073.21,5011.05,0.0091,27.175828502766823
2024-05-01T00:00:00Z,-0.07507657011288356,5018.39,5029.03,5096.120000000001,5013.45,-0.0034,26.93
2024-04-30T00:00:00Z,0.004119517546789002,5035.6900000000005,5103.78,5110.83,5035.31,-0.015700000000000002,25.448443581621625
2024-04-29T00:00:00Z,0.05472752234579288,5116.17,5114.13,5123.49,5088.6500000000005,0.0032,25.855158597726447
2024-04-26T00:00:00Z,-0.022762142610474077,5099.96,5084.6500000000005,5114.620000000001,5073.14,0.0102,25.77323948228088
2024-04-25T00:00:00Z,-0.010054720422303836,5048.42,5019.88,5057.75,4990.58,-0.0046,25.51277611336882
2024-04-24T00:00:00Z,0.010445394050671894,5071.63,5084.860000000001,5089.48,5047.02,2e-4,25.630070540851335
2024-04-23T00:00:00Z,-0.07029614132415024,5070.55,5028.85,5076.120000000001,5027.96,0.012,25.624612635565637
2024-04-22T00:00:00Z,-0.03604809298166064,5010.6,4987.33,5038.84,4969.4,0.008700000000000001,25.32164835604918
2024-04-19T00:00:00Z,0.0074072325157025255,4967.23,5005.44,5019.02,4953.56,-0.0088,25.102473029900242
2024-04-18T00:00:00Z,-0.03289677374193482,5011.120000000001,5031.52,5056.660000000001,5001.89,-0.0022,25.32427623637193
2024-04-17T00:00:00Z,-0.035419322973277705,5022.21,5068.969999999999,5077.96,5007.25,-0.0058,25.380320837870464
2024-04-16T00:00:00Z,0.04207449471839196,5051.41,5064.59,5079.84,5039.83,-0.0021000000000000003,25.5278864252246
2024-04-15T00:00:00Z,-0.1404023146523464,5061.820000000001,5149.67,5168.429999999999,5052.469999999999,-0.012,25.580494567839555
2024-04-12T00:00:00Z,-0.0913066976304473,5123.41,5171.51,5175.03,5107.94,-0.0146,25.891746777604663
2024-04-11T00:00:00Z,-0.10413250312265368,5199.06,5172.95,5211.78,5138.7699999999995,0.0074,26.274052828403995
2024-04-10T00:00:00Z,-0.08263105728817861,5160.64,5167.88,5178.429999999999,5138.7,-0.0095000000000000015,26.07989290148119
2024-04-09T00:00:00Z,0.018406581005017058,5209.91,5217.03,5224.81,5160.78,0.0014000000000000002,26.328884562061265
2024-04-08T00:00:00Z,-0.05937870616941172,5202.39,5211.37,5219.57,5197.35,-4e-4,26.290881369701573
2024-04-05T00:00:00Z,0.05504030688946948,5204.34,5158.95,5222.18,5157.21,0.0111,26.300735920911865
2024-04-04T00:00:00Z,-0.10069385538266759,5147.21,5244.05,5256.59,5146.06,-0.0123,26.012022838530296
2024-04-03T00:00:00Z,-0.021041209590418573,5211.49,5194.37,5228.75,5194.37,0.0011,26.336869275349606
2024-04-02T00:00:00Z,0.01965192666150904,5205.81,5204.29,5208.34,5184.05,-0.0072,26.308164736439625
2024-04-01T00:00:00Z,-0.023052573387671294,5243.7699999999995,5257.969999999999,5263.95,5229.2,-0.002,26.5
2024-03-28T00:00:00Z,-0.02819532581101749,5254.35,5248.03,5264.85,5245.820000000001,0.0011,27.636816440468127
2024-03-27T00:00:00Z,-0.10025386256674948,5248.49,5226.31,5249.26,5213.92,0.008600000000000002,27.6059940277356
2024-03-26T00:00:00Z,-0.04996337803889964,5203.58,5228.85,5235.160000000001,5203.42,-0.0028000000000000004,27.369776526742818
2024-03-25T00:00:00Z,-0.0745897169772772,5218.1900000000005,5219.52,5229.09,5216.09,-0.0031,27.44662216667835
2024-03-22T00:00:00Z,-0.0403705702338245,5234.18,5242.48,5246.09,5229.87,-0.0014000000000000002,27.530726327018463
2024-03-21T00:00:00Z,-0.02754564720584165,5241.53,5253.429999999999,5261.1,5240.660000000001,0.0032,27.569385837868982
2024-03-20T00:00:00Z,-0.04887520655228596,5224.620000000001,5181.6900000000005,5226.1900000000005,5171.55,0.0089,27.480442663925814
2024-03-19T00:00:00Z,-0.043209503786400705,5178.51,5139.09,5180.31,5131.59,0.005600000000000001,27.237913406059477
2024-03-18T00:00:00Z,-0.06937573530883133,5149.42,5154.7699999999995,5175.6,5145.469999999999,0.0063,27.084905899849723
2024-03-15T00:00:00Z,-0.0022504095402684776,5117.09,5123.31,5136.860000000001,5104.35,-0.006500000000000001,26.914856650081372
2024-03-14T00:00:00Z,-0.05037781284203971,5150.48,5175.14,5176.85,5123.3,-0.0029000000000000002,27.090481285088025
2024-03-13T00:00:00Z,-0.037897534930930864,5165.31,5173.49,5179.14,5151.88,-0.0019,27.168484080450376
2024-03-12T00:00:00Z,-0.044096891228902334,5175.2699999999995,5134.3,5179.87,5114.48,0.011200000000000002,27.220871662500873
2024-03-11T00:00:00Z,-0.00988063060208123,5117.94,5111.96,5124.660000000001,5091.14,-0.0011,26.9193274778668
2024-03-08T00:00:00Z,0.0025562773456915674,5123.6900000000005,5164.46,5189.26,5117.5,-0.006500000000000001,26.949571312885922
2024-03-07T00:00:00Z,-0.06524781012252683,5157.360000000001,5132.38,5165.620000000001,5128.21,0.0103,27.126668691163076
2024-03-06T00:00:00Z,0.06303067443596265,5104.76,5108.03,5127.969999999999,5092.22,0.0051,26.850003348205597
2024-03-05T00:00:00Z,-0.09623495555013625,5078.6500000000005,5110.52,5114.54,5056.820000000001,-0.0102,26.71267003823184
2024-03-04T00:00:00Z,-0.014503567470599452,5130.95,5130.99,5149.67,5127.18,-0.0012000000000000001,26.987757441970924
2024-03-01T00:00:00Z,-0.04564365985771824,5137.08,5098.51,5140.33,5094.160000000001,0.008,27.02
2024-02-29T00:00:00Z,0.024603961316472283,5096.2699999999995,5085.360000000001,5104.99,5061.89,0.0052,27.152739253881315
2024-02-28T00:00:00Z,-0.06221658263758686,5069.76,5067.2,5077.37,5058.35,-0.0017000000000000001,27.011494948218473
2024-02-27T00:00:00Z,-0.04020067201861021,5078.18,5074.6,5080.6900000000005,5057.29,0.0017000000000000001,27.05635639875341
2024-02-26T00:00:00Z,-0.03900989425353401,5069.53,5093,5097.660000000001,5068.91,-0.0038,27.01026951667179
2024-02-23T00:00:00Z,-0.03992473029130018,5088.8,5100.92,5111.06,5081.46,3e-4,27.112939368430492
2024-02-22T00:00:00Z,-0.07150628505217874,5087.03,5038.83,5094.39,5038.83,0.021099999999999997,27.10350887348431
2024-02-21T00:00:00Z,0.009039037303842834,4981.8,4963.03,4983.21,4946,0.0013,26.542847301062533
2024-02-20T00:00:00Z,0.0010871944003711244,4975.51,4989.320000000001,4993.71,4955.02,-0.006,26.50933441224249
2024-02-16T00:00:00Z,-0.048616179982772165,5005.57,5031.13,5038.7,4999.52,-0.0048000000000000004,26.66949298743016
2024-02-15T00:00:00Z,0.043330642626705294,5029.73,5003.14,5032.72,4999.44,0.0058,26.798216579463897
2024-02-14T00:00:00Z,-0.008248159988284173,5000.620000000001,4976.44,5002.52,4956.45,0.0096,26.64311956936034
2024-02-13T00:00:00Z,-0.060226840998604675,4953.17,4967.94,4971.3,4920.31,-0.0137,26.390307713317256
2024-02-12T00:00:00Z,0.04009071977684986,5021.84,5026.83,5048.39,5016.83,-9e-4,26.75617894944957
2024-02-09T00:00:00Z,0.003972602969473272,5026.610000000001,5004.17,5030.06,5000.34,0.0057,26.781593334135042
2024-02-08T00:00:00Z,0.04375635909574306,4997.91,4995.160000000001,5000.4,4987.09,6e-4,26.628680788962512
2024-02-07T00:00:00Z,0.01950010822353521,4995.06,4973.05,4999.89,4969.05,0.0082,26.61349609371019
